"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3021","C3022","C3023","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4015","H4016","H4017","H4018","H4019","H4020","H4022","H4023","H4024","H4028","H4031","H4035","H4038","H4039","H4043","H4044","H4045","M2008","M2014","M2025","M2026","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2060","M2061","M2068","M2072","M2084","P6005","P6009","P6012","P6013","P6017","P6018","P6028"
"AC012305.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGLV11-55",0,0,0,4,0,0,0,0,0,1,1,0,0,2,1,0,0,0,3,1,1,3,0,0,0,0,1,7,5,1,0,4,0,2,0,4,0,0,0,0,1,0,1,1,4,0,0,0,0,2,0,2,4,1,2,0,1,1,2
"RN7SKP278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-977J11.8",0,1,1,1,1,3,1,1,0,0,1,0,3,3,1,1,0,0,2,0,0,1,0,3,0,0,0,1,2,1,1,0,0,5,3,0,0,1,0,2,1,3,1,0,2,0,0,2,0,0,2,1,1,1,0,0,2,2,1
"MED17",846,1311,1104,1081,1662,1159,1279,1339,1356,739,976,827,1486,1315,1759,896,1080,854,1004,1150,891,1143,1025,1474,1213,1708,1752,1773,1220,1287,1281,1215,1345,1395,1743,1737,1328,819,1148,1342,1052,1675,1443,1222,1136,880,1476,1076,0,923,1328,1477,1167,1533,1061,2240,1383,1348,1416
"MTND1P28",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"RP11-734K21.3",0,1,1,2,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,5,0,3,1,1,0,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,2,0,0,0,1
"RN7SL667P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR497HG",2,9,19,17,17,8,21,16,12,6,28,23,22,29,33,6,6,6,17,19,9,60,16,12,18,8,11,31,13,18,19,37,20,26,18,28,8,6,10,19,10,34,40,14,17,10,6,13,0,16,14,12,25,23,12,28,18,24,43
"AP000233.4",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"SMAD9",88,180,272,217,446,189,225,263,166,130,229,269,681,465,445,205,148,140,300,342,214,331,318,345,426,277,558,655,192,390,288,411,186,415,276,768,180,248,186,139,253,392,274,138,283,209,207,314,0,424,246,503,414,532,175,548,387,404,263
"RNU4-2",1,1,0,1,0,0,0,1,0,0,4,4,0,0,0,0,1,0,3,0,0,73,52,1,1,0,2,4,2,5,6,1,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,230,0,24,4,1
"AC116165.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL360004.1",0,0,0,0,0,1,1,2,0,0,0,1,3,0,1,0,0,0,2,0,1,1,1,0,1,0,0,2,8,2,2,1,0,0,1,3,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,2,1,2
"RNU6-934P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-530A18.1",3,4,1,4,0,5,4,2,1,1,2,1,2,2,3,1,2,1,2,1,2,2,5,1,1,1,3,4,4,1,2,3,2,3,1,5,1,4,0,6,1,5,1,0,2,7,0,1,0,3,4,1,9,2,0,10,9,4,5
